station,total_borrow,peak_ratio,weekend_ratio,morning_net_flow_mean,evening_net_flow_mean,morning_net_flow_sum,evening_net_flow_sum,volatility,station_type,imbalance_score,risk_level,dispatch_strategy
太陽科技廣場,2104.0,0.5071292775665399,0.25380228136882127,-0.11904761904761904,0.44036697247706424,-10.0,48.0,3.2009447973610294,通勤型,58.0,Low,常規運營監控
央北三中央路口(全陽大璽),0.0,0.0,0.0,-1.25,-1.2222222222222223,-15.0,-22.0,0.0,穩定休閒型,37.0,Low,常規運營監控
央北新村平面停車場,0.0,0.0,0.0,-1.0,-1.2941176470588236,-1.0,-22.0,0.0,穩定休閒型,23.0,Low,常規運營監控
央北社會住宅,0.0,0.0,0.0,-1.0,-1.25,-4.0,-20.0,0.0,穩定休閒型,24.0,Low,常規運營監控
奇岩4號綠地,2047.0,0.48851978505129456,0.3507572056668295,5.108433734939759,-3.8378378378378377,424.0,-426.0,3.394682096494563,潮汐流出型,850.0,High,早高峰前提前補車
威剛科技總部,373.0,0.8123324396782842,0.09651474530831099,-4.1875,4.151515151515151,-268.0,274.0,3.2480571393061424,潮汐流入型,542.0,High,高峰前提前清空車位
孫立人將軍官邸,5278.0,0.48673740053050396,0.23474801061007958,-1.6428571428571428,0.15178571428571427,-138.0,17.0,7.071482764502245,潮汐流入型,155.0,Medium,定時監控與小規模調度
學勤大觀路口,0.0,0.0,0.0,,-1.0,0.0,-2.0,0.0,穩定休閒型,2.0,Low,常規運營監控
學士學府路口(大苑社區),0.0,0.0,0.0,,,0.0,0.0,0.0,穩定休閒型,0.0,Low,常規運營監控
學士龍山二街口(金城舞2社區),0.0,0.0,0.0,,-3.0,0.0,-3.0,0.0,穩定休閒型,3.0,Low,常規運營監控
學成公園,0.0,0.0,0.0,,-1.0,0.0,-1.0,0.0,穩定休閒型,1.0,Low,常規運營監控
學成大德路口,0.0,0.0,0.0,,-1.0,0.0,-1.0,,穩定休閒型,1.0,Low,常規運營監控
學成大義路口,0.0,0.0,0.0,,,0.0,0.0,,穩定休閒型,0.0,Low,常規運營監控
學成大義路口(學成路一),0.0,0.0,0.0,,,0.0,0.0,,穩定休閒型,0.0,Low,常規運營監控
安光公園,0.0,0.0,0.0,-2.0,-1.2,-6.0,-24.0,0.0,穩定休閒型,30.0,Low,常規運營監控
安和公園,0.0,0.0,0.0,-2.0,-1.6071428571428572,-4.0,-45.0,0.0,穩定休閒型,49.0,Low,常規運營監控
安和市民活動中心,0.0,0.0,0.0,-2.0,-1.0714285714285714,-2.0,-15.0,0.0,穩定休閒型,17.0,Low,常規運營監控
安和碧安街口,0.0,0.0,0.0,,-1.5,0.0,-3.0,0.0,穩定休閒型,3.0,Low,常規運營監控
安和路二段117巷口,0.0,0.0,0.0,,-1.6666666666666667,0.0,-5.0,0.0,穩定休閒型,5.0,Low,常規運營監控
安和路二段181巷口,3818.0,0.44525929806181247,0.2564169722367732,-1.964705882352941,0.37037037037037035,-167.0,40.0,5.2369176319787405,潮汐流入型,207.0,Medium,定時監控與小規模調度
安和路二段69巷口,4050.0,0.3891358024691358,0.3088888888888889,0.7108433734939759,-4.258928571428571,59.0,-477.0,5.125318634187118,穩定休閒型,536.0,High,周末增加車輛配置
安居公教住宅,0.0,0.0,0.0,,-1.0,0.0,-6.0,0.0,穩定休閒型,6.0,Low,常規運營監控
安平橋,0.0,0.0,0.0,-1.0,-1.2692307692307692,-2.0,-33.0,0.0,穩定休閒型,35.0,Low,常規運營監控
安康公園,1384.0,0.5397398843930635,0.3706647398843931,0.125,1.9514563106796117,9.0,201.0,3.2863138118115973,通勤型,210.0,Medium,定時監控與小規模調度
安康立體停車場,0.0,0.0,0.0,,-1.3888888888888888,0.0,-25.0,0.0,穩定休閒型,25.0,Low,常規運營監控
安康路32巷24弄,663.0,0.7435897435897436,0.19909502262443438,-3.8701298701298703,1.8725490196078431,-298.0,191.0,2.320161071009499,潮汐流入型,489.0,High,高峰前提前清空車位
安康高中,0.0,0.0,0.0,,-1.0,0.0,-8.0,0.0,穩定休閒型,8.0,Low,常規運營監控
安德停車場,0.0,0.0,0.0,,-1.0,0.0,-4.0,0.0,穩定休閒型,4.0,Low,常規運營監控
安成安德街口,0.0,0.0,0.0,,-1.2222222222222223,0.0,-33.0,0.0,穩定休閒型,33.0,Low,常規運營監控
安樂宜安路口,0.0,0.0,0.0,-1.0,-1.4324324324324325,-2.0,-53.0,0.0,穩定休閒型,55.0,Low,常規運營監控
安民街35巷口,0.0,0.0,0.0,,-1.2,0.0,-6.0,0.0,穩定休閒型,6.0,Low,常規運營監控
安民街停車場,0.0,0.0,0.0,-1.0,-1.0952380952380953,-5.0,-23.0,0.0,穩定休閒型,28.0,Low,常規運營監控
安泰街(康樂橋下),208.0,0.5,0.3557692307692308,0.45454545454545453,0.07142857142857142,20.0,4.0,0.973375100870148,通勤型,24.0,Low,常規運營監控
安泰街83巷,1418.0,0.5317348377997179,0.35966149506346967,3.9759036144578315,-4.009174311926605,330.0,-437.0,2.924625417164405,潮汐流出型,767.0,High,早高峰前提前補車
安湖三號公園,957.0,0.47335423197492166,0.3563218390804598,1.6056338028169015,-1.032258064516129,114.0,-96.0,1.9008953864518265,穩定休閒型,210.0,Medium,定時監控與小規模調度
安湖公園,315.0,0.47619047619047616,0.3396825396825397,1.1451612903225807,-0.4090909090909091,71.0,-27.0,1.0381058717862133,穩定休閒型,98.0,Low,常規運營監控
安溪國中,0.0,0.0,0.0,,,0.0,0.0,0.0,穩定休閒型,0.0,Low,常規運營監控
安興祥和路口,0.0,0.0,0.0,-1.0,-1.4210526315789473,-1.0,-27.0,0.0,穩定休閒型,28.0,Low,常規運營監控
安華公園,0.0,0.0,0.0,,-1.5555555555555556,0.0,-14.0,0.0,穩定休閒型,14.0,Low,常規運營監控
安邦公園,0.0,0.0,0.0,,-1.2083333333333333,0.0,-29.0,0.0,穩定休閒型,29.0,Low,常規運營監控
宏匯廣場,0.0,0.0,0.0,,-2.0,0.0,-2.0,,穩定休閒型,2.0,Low,常規運營監控
宏匯瑞光廣場(港墘路),2534.0,0.5335438042620363,0.17876874506708762,0.8554216867469879,0.48598130841121495,71.0,52.0,5.197302668490703,通勤型,123.0,Medium,定時監控與小規模調度
宏匯瑞光廣場(瑞光路),1830.0,0.5759562841530055,0.12021857923497267,-1.9268292682926829,1.5566037735849056,-158.0,165.0,4.168217533159753,潮汐流入型,323.0,Medium,定時監控與小規模調度
客家文化主題公園,1332.0,0.506006006006006,0.42792792792792794,0.9871794871794872,-0.30097087378640774,77.0,-31.0,2.73076020222415,通勤型,108.0,Low,常規運營監控
富台公園,5310.0,0.5156308851224105,0.29962335216572505,3.4705882352941178,-2.5267857142857144,295.0,-283.0,7.287104756664141,潮汐流出型,578.0,High,早高峰前提前補車
富基漁港,0.0,0.0,0.0,,-1.0,0.0,-1.0,0.0,穩定休閒型,1.0,Low,常規運營監控
富民路145巷口,771.0,0.48119325551232167,0.43320363164721143,1.358974358974359,-1.2173913043478262,106.0,-112.0,1.8752044121339457,穩定休閒型,218.0,Medium,定時監控與小規模調度
富陽臥龍街口,1726.0,0.4675550405561993,0.3522595596755504,2.8674698795180724,-2.7196261682242993,238.0,-291.0,2.7673137383820294,潮汐流出型,529.0,High,早高峰前提前補車
實踐國中,816.0,0.5245098039215687,0.29044117647058826,0.7083333333333334,0.4020618556701031,51.0,39.0,1.6259020654653082,通勤型,90.0,Low,常規運營監控
實踐國中(木新路三段310巷口),1184.0,0.5599662162162162,0.2939189189189189,0.013157894736842105,0.6666666666666666,1.0,70.0,2.1871217156730847,通勤型,71.0,Low,常規運營監控
寧夏涼州街口,2035.0,0.44471744471744473,0.2565110565110565,-0.08433734939759036,-0.36363636363636365,-7.0,-40.0,2.753394767549436,穩定休閒型,47.0,Low,常規運營監控
審計人員訓練大樓,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,穩定休閒型,2.0,Low,常規運營監控
寶中寶橋路口,0.0,0.0,0.0,-1.5151515151515151,-1.1851851851851851,-50.0,-32.0,0.0,穩定休閒型,82.0,Low,常規運營監控
寶中路97巷口,0.0,0.0,0.0,-1.3076923076923077,-1.2857142857142858,-34.0,-45.0,0.0,穩定休閒型,79.0,Low,常規運營監控
寶強文化路口,0.0,0.0,0.0,-1.5945945945945945,-1.4782608695652173,-59.0,-68.0,0.0,穩定休閒型,127.0,Medium,定時監控與小規模調度
寶慶博愛路口,4039.0,0.4827927704877445,0.2153998514483783,-8.061728395061728,4.0265486725663715,-653.0,455.0,7.08309865128697,潮汐流入型,1108.0,High,高峰前提前清空車位
寶橋路235巷,0.0,0.0,0.0,-2.689655172413793,-1.0,-78.0,-1.0,0.0,穩定休閒型,79.0,Low,常規運營監控
寶橋路235巷口,0.0,0.0,0.0,-3.1636363636363636,-1.2380952380952381,-174.0,-26.0,0.0,穩定休閒型,200.0,Medium,定時監控與小規模調度
寶橋路29巷,0.0,0.0,0.0,-1.6923076923076923,-1.2142857142857142,-44.0,-34.0,0.0,穩定休閒型,78.0,Low,常規運營監控
寶橋路78巷,0.0,0.0,0.0,-1.2727272727272727,-1.3818181818181818,-14.0,-76.0,0.0,穩定休閒型,90.0,Low,常規運營監控
寶清公園,4117.0,0.49259169298032546,0.33325236822929316,2.5714285714285716,-1.7678571428571428,216.0,-198.0,5.499175095477151,潮汐流出型,414.0,Medium,定時監控與小規模調度
寶興長泰街口(西南角),2168.0,0.4801660516605166,0.3625461254612546,4.246913580246914,-4.353982300884955,344.0,-492.0,3.1798960989162888,潮汐流出型,836.0,High,早高峰前提前補車
寶藏巖觀音亭,2054.0,0.5428432327166505,0.4552093476144109,0.6025641025641025,1.8932038834951457,47.0,195.0,4.578917926716693,通勤型,242.0,Medium,定時監控與小規模調度
寶高智慧產業園區,0.0,0.0,0.0,-1.4,-1.2222222222222223,-28.0,-22.0,0.0,穩定休閒型,50.0,Low,常規運營監控
寶高路120巷口,0.0,0.0,0.0,-1.0,-1.4222222222222223,-5.0,-64.0,0.0,穩定休閒型,69.0,Low,常規運營監控
小彎社會住宅,2949.0,0.5503560528992879,0.34452356731095285,5.421686746987952,-4.36036036036036,450.0,-484.0,4.9715031612912535,潮汐流出型,934.0,High,早高峰前提前補車
小金門友誼公園,0.0,0.0,0.0,-1.564102564102564,-1.5416666666666667,-61.0,-74.0,0.0,穩定休閒型,135.0,Medium,定時監控與小規模調度
山佳火車站,0.0,0.0,0.0,,-2.75,0.0,-11.0,0.0,穩定休閒型,11.0,Low,常規運營監控
山北公園,0.0,0.0,0.0,-1.0,-1.75,-11.0,-7.0,0.0,穩定休閒型,18.0,Low,常規運營監控
山腳停車場,0.0,0.0,0.0,,,0.0,0.0,,穩定休閒型,0.0,Low,常規運營監控
峨眉停車場,5861.0,0.3572769152021839,0.3240061422965364,0.32142857142857145,-2.7117117117117115,27.0,-301.0,6.296552424177741,穩定休閒型,328.0,Medium,定時監控與小規模調度
崁頂三路,0.0,0.0,0.0,,,0.0,0.0,,穩定休閒型,0.0,Low,常規運營監控
崇仰公園(公?路255巷),366.0,0.5355191256830601,0.3797814207650273,0.589041095890411,-0.5340909090909091,43.0,-47.0,1.1205910694253256,通勤型,90.0,Low,常規運營監控
崇光女中,0.0,0.0,0.0,-1.4,-1.358974358974359,-28.0,-53.0,0.0,穩定休閒型,81.0,Low,常規運營監控
崇德橋東活動中心,0.0,0.0,0.0,,-2.0,0.0,-2.0,0.0,穩定休閒型,2.0,Low,常規運營監控
崑崙公園,0.0,0.0,0.0,-1.0,-1.0,-1.0,-6.0,0.0,穩定休閒型,7.0,Low,常規運營監控
崑崙活力廣場,0.0,0.0,0.0,,-1.5,0.0,-3.0,0.0,穩定休閒型,3.0,Low,常規運營監控
工建樟樹一路口,0.0,0.0,0.0,-1.28,-2.2285714285714286,-32.0,-156.0,0.0,穩定休閒型,188.0,Medium,定時監控與小規模調度
市府松壽路口,2637.0,0.48729616989002655,0.20326128175957528,-9.845238095238095,4.5,-827.0,495.0,5.281345124584526,潮汐流入型,1322.0,High,高峰前提前清空車位
市府松高路口,8261.0,0.5540491465924222,0.1819392325384336,-3.9166666666666665,4.464285714285714,-329.0,500.0,14.200480357512768,潮汐流入型,829.0,High,高峰前提前清空車位
市民大道二段5巷口,2389.0,0.4508162411050649,0.2879866052741733,0.6867469879518072,-0.43243243243243246,57.0,-48.0,3.1274641751369825,穩定休閒型,105.0,Low,常規運營監控
市民大道八段532號,1255.0,0.5274900398406375,0.33306772908366533,1.9189189189189189,-0.5523809523809524,142.0,-58.0,2.4381560732086363,通勤型,200.0,Medium,定時監控與小規模調度
市民安東街口,1063.0,0.4854186265286924,0.2756349952963311,1.0,-0.711864406779661,44.0,-42.0,3.0805397317941443,穩定休閒型,86.0,Low,常規運營監控
市民廣場,2760.0,0.5315217391304348,0.2605072463768116,-10.75,6.8,-903.0,748.0,6.771065441746926,潮汐流入型,1651.0,High,高峰前提前清空車位
市民延吉街口,2629.0,0.42906047926968427,0.33168505135032333,3.234567901234568,-3.688073394495413,262.0,-402.0,3.404450890339472,潮汐流出型,664.0,High,早高峰前提前補車
市民復興路口(東南側),4545.0,0.41276127612761276,0.3124312431243124,0.47058823529411764,-0.5982142857142857,40.0,-67.0,5.9353739155299285,穩定休閒型,107.0,Low,常規運營監控
市民敦化路口,3953.0,0.4561092840880344,0.2600556539337212,-0.3855421686746988,-1.0636363636363637,-32.0,-117.0,5.5871189831935695,穩定休閒型,149.0,Medium,定時監控與小規模調度
市民新生路口,946.0,0.4408033826638478,0.3023255813953488,0.7662337662337663,-0.6448598130841121,59.0,-69.0,1.7388471760932078,穩定休閒型,128.0,Medium,定時監控與小規模調度
市民東寧路口,1875.0,0.5418666666666667,0.2949333333333333,0.46987951807228917,0.10810810810810811,39.0,12.0,2.814887426115172,通勤型,51.0,Low,常規運營監控
市民東興路口,5149.0,0.579918430763255,0.18896873179258108,-9.357142857142858,8.0,-786.0,896.0,10.775577927822473,潮汐流入型,1682.0,High,高峰前提前清空車位
市民松信路口,2059.0,0.5332685769791161,0.3171442447790189,5.554216867469879,-3.056603773584906,461.0,-324.0,3.337185803890558,潮汐流出型,785.0,High,早高峰前提前補車
市民林森路口,5495.0,0.5126478616924477,0.2640582347588717,3.0714285714285716,-3.142857142857143,258.0,-352.0,7.121752982409176,潮汐流出型,610.0,High,早高峰前提前補車
市民金山路口,3806.0,0.4889647924330005,0.43878087230688384,-0.19230769230769232,2.4684684684684686,-15.0,274.0,7.645944994771444,穩定休閒型,289.0,Medium,定時監控與小規模調度
市立圖書館葫蘆堵分館,1382.0,0.4558610709117221,0.3314037626628075,1.2926829268292683,-2.8482142857142856,106.0,-319.0,1.9831529878375018,穩定休閒型,425.0,Medium,定時監控與小規模調度
師大公館校區學二舍,7006.0,0.47031116186126176,0.3014558949471881,9.505882352941176,-1.6875,808.0,-189.0,8.993399543478224,潮汐流出型,997.0,High,早高峰前提前補車
師大水源路口,1308.0,0.5428134556574924,0.3532110091743119,3.240506329113924,-2.8055555555555554,256.0,-303.0,2.4478204825335577,潮汐流出型,559.0,High,早高峰前提前補車
師範大學公館校區,3647.0,0.41787770770496296,0.24431039210309843,1.1875,-0.018018018018018018,95.0,-2.0,5.256674450971229,穩定休閒型,97.0,Low,常規運營監控
師範大學公館校區_1,4465.0,0.47278835386338186,0.27032474804031353,3.392857142857143,-0.9107142857142857,285.0,-102.0,5.814523340053397,潮汐流出型,387.0,Medium,定時監控與小規模調度
平安新城,3502.0,0.5562535693889206,0.2764134780125643,4.247058823529412,-2.642857142857143,361.0,-296.0,5.305006501344568,潮汐流出型,657.0,High,早高峰前提前補車
幸安國小(仁愛路),5316.0,0.5532355154251317,0.23363431151241534,1.6904761904761905,0.24107142857142858,142.0,27.0,7.885350550119119,通勤型,169.0,Medium,定時監控與小規模調度
幸安市場,3545.0,0.4609308885754584,0.2944992947813822,2.2439024390243905,-1.3783783783783783,184.0,-153.0,4.824857537320916,潮汐流出型,337.0,Medium,定時監控與小規模調度
幸福中環路口,0.0,0.0,0.0,,-1.0,0.0,-1.0,,穩定休閒型,1.0,Low,常規運營監控
幸福路753巷口,0.0,0.0,0.0,-1.0,-1.0,-1.0,-4.0,0.0,穩定休閒型,5.0,Low,常規運營監控
府中汽車停車場,0.0,0.0,0.0,,-1.0,0.0,-1.0,0.0,穩定休閒型,1.0,Low,常規運營監控
府中立體停車場,0.0,0.0,0.0,,-1.0,0.0,-3.0,0.0,穩定休閒型,3.0,Low,常規運營監控
康寧公園(北側),865.0,0.49942196531791905,0.3491329479768786,1.0,0.1956521739130435,63.0,18.0,2.0034158139665292,通勤型,81.0,Low,常規運營監控
康寧星雲街口,1408.0,0.4694602272727273,0.3487215909090909,1.5443037974683544,-2.4311926605504586,122.0,-265.0,2.418371270937319,穩定休閒型,387.0,Medium,定時監控與小規模調度
康寧街307巷,0.0,0.0,0.0,-1.4814814814814814,-4.166666666666667,-40.0,-425.0,0.0,穩定休閒型,465.0,High,周末增加車輛配置
康寧路一段156巷20弄口,632.0,0.5537974683544303,0.34177215189873417,2.408450704225352,-1.7244897959183674,171.0,-169.0,1.5652058156266684,潮汐流出型,340.0,Medium,定時監控與小規模調度
康寧路三段189巷93弄口,659.0,0.4552352048558422,0.38391502276176026,1.1388888888888888,-0.8977272727272727,82.0,-79.0,1.5214340404516664,穩定休閒型,161.0,Medium,定時監控與小規模調度
康寧路三段54巷口,711.0,0.5386779184247539,0.26441631504922647,0.5142857142857142,0.5612244897959183,36.0,55.0,1.8049739774860047,通勤型,91.0,Low,常規運營監控
康寧路三段70巷153號,181.0,0.5193370165745856,0.3812154696132597,0.9705882352941176,0.1509433962264151,33.0,8.0,0.8311835260782956,通勤型,41.0,Low,常規運營監控
康寧路三段99巷17弄口,748.0,0.5427807486631016,0.2994652406417112,-0.136986301369863,0.375,-10.0,36.0,1.6437668508284171,通勤型,46.0,Low,常規運營監控
康寧金湖路口,386.0,0.5025906735751295,0.30569948186528495,0.8688524590163934,-0.7439024390243902,53.0,-61.0,1.1283444245467587,通勤型,114.0,Low,常規運營監控
康樂抽水站,550.0,0.49818181818181817,0.3709090909090909,1.3666666666666667,-0.34831460674157305,82.0,-31.0,1.603509061477106,通勤型,113.0,Low,常規運營監控
康樂綠地,547.0,0.526508226691042,0.39853747714808047,0.8813559322033898,-0.7790697674418605,52.0,-67.0,1.3960648792209869,通勤型,119.0,Low,常規運營監控
康樂街151巷,993.0,0.5981873111782477,0.30916414904330314,1.4057971014492754,1.188118811881188,97.0,120.0,2.596509239491621,通勤型,217.0,Medium,定時監控與小規模調度
康湖二號公園(康寧醫院),1979.0,0.46235472460838806,0.303688731682668,-2.0963855421686746,-0.14285714285714285,-174.0,-15.0,3.4081749977895583,穩定休閒型,189.0,Medium,定時監控與小規模調度
康福公園,0.0,0.0,0.0,-1.0,-2.3768115942028984,-9.0,-164.0,0.0,穩定休閒型,173.0,Medium,定時監控與小規模調度
廣停一機車停車場,0.0,0.0,0.0,,,0.0,0.0,,穩定休閒型,0.0,Low,常規運營監控
廣慈博愛園區(西側),6496.0,0.5360221674876847,0.30926724137931033,4.188235294117647,-4.044642857142857,356.0,-453.0,9.321719185678402,潮汐流出型,809.0,High,早高峰前提前補車
廣福公園,0.0,0.0,0.0,,-1.0,0.0,-8.0,0.0,穩定休閒型,8.0,Low,常規運營監控
廣福國小,0.0,0.0,0.0,,-1.3333333333333333,0.0,-4.0,0.0,穩定休閒型,4.0,Low,常規運營監控
廣福派出所,0.0,0.0,0.0,,-1.75,0.0,-7.0,0.0,穩定休閒型,7.0,Low,常規運營監控
延吉街111巷1弄,0.0,0.0,0.0,-1.0,-2.0,-1.0,-2.0,0.0,穩定休閒型,3.0,Low,常規運營監控
延吉街291巷口,0.0,0.0,0.0,-1.0,-1.0,-3.0,-1.0,0.0,穩定休閒型,4.0,Low,常規運營監控
延吉街47巷口,0.0,0.0,0.0,,-1.0,0.0,-8.0,0.0,穩定休閒型,8.0,Low,常規運營監控
延和廣場,0.0,0.0,0.0,,,0.0,0.0,0.0,穩定休閒型,0.0,Low,常規運營監控
延和社區公園,0.0,0.0,0.0,-1.0,-1.25,-1.0,-10.0,0.0,穩定休閒型,11.0,Low,常規運營監控
延壽街119巷口,3374.0,0.5432720806164789,0.3248369887374037,2.1666666666666665,-2.0892857142857144,182.0,-234.0,4.906687584399911,通勤型,416.0,Medium,定時監控與小規模調度
延平北中正路口,1691.0,0.4866942637492608,0.3228858663512714,1.4941176470588236,-1.3693693693693694,127.0,-152.0,2.5094890339006475,穩定休閒型,279.0,Medium,定時監控與小規模調度
延平北路五段257巷15弄口,773.0,0.48124191461837,0.3053040103492885,0.4166666666666667,-1.3867924528301887,30.0,-147.0,1.5416044911079738,穩定休閒型,177.0,Medium,定時監控與小規模調度
延平北路五段257巷4弄口,844.0,0.5485781990521327,0.3566350710900474,1.635135135135135,-2.0462962962962963,121.0,-221.0,1.6593130081023955,通勤型,342.0,Medium,定時監控與小規模調度
延平北路八段133巷口,387.0,0.49870801033591733,0.4160206718346253,-0.11363636363636363,0.3258426966292135,-5.0,29.0,1.2559261700920743,通勤型,34.0,Low,常規運營監控
延平南路133巷口,3276.0,0.4719169719169719,0.1916971916971917,-4.726190476190476,3.2232142857142856,-397.0,361.0,5.762448505156988,潮汐流入型,758.0,High,高峰前提前清空車位
延平國宅,1885.0,0.48859416445623344,0.3437665782493369,3.9382716049382718,-5.0625,319.0,-567.0,3.0611593771848855,潮汐流出型,886.0,High,早高峰前提前補車
延平涼州街口,2533.0,0.46466640347414134,0.3391235688906435,2.107142857142857,-1.5765765765765767,177.0,-175.0,3.388974492249936,穩定休閒型,352.0,Medium,定時監控與小規模調度
建中街90巷口,0.0,0.0,0.0,,-1.2222222222222223,0.0,-11.0,0.0,穩定休閒型,11.0,Low,常規運營監控
建二建三路口,0.0,0.0,0.0,,-1.0,0.0,-1.0,0.0,穩定休閒型,1.0,Low,常規運營監控
建六中正路口,0.0,0.0,0.0,-1.0,,-2.0,0.0,0.0,穩定休閒型,2.0,Low,常規運營監控
建國一路平面停車場,0.0,0.0,0.0,,,0.0,0.0,,穩定休閒型,0.0,Low,常規運營監控
建國五常街口,3462.0,0.5101097631426921,0.34488734835355284,2.75,-3.0089285714285716,231.0,-337.0,4.477958861483183,潮汐流出型,568.0,High,早高峰前提前補車
建國北路一段17巷,1663.0,0.5153337342152736,0.2212868310282622,-1.9518072289156627,1.5566037735849056,-162.0,165.0,2.985223248334078,潮汐流入型,327.0,Medium,定時監控與小規模調度
建國北路三段86巷口,936.0,0.5106837606837606,0.24252136752136752,-0.5061728395061729,0.3425925925925926,-41.0,37.0,1.9456041213515838,通勤型,78.0,Low,常規運營監控
建國北路高架橋下停車場G區,2509.0,0.5540055799123157,0.23435631725787165,1.1547619047619047,-0.9017857142857143,97.0,-101.0,3.940267888769411,通勤型,198.0,Medium,定時監控與小規模調度
建國南路一段279巷口,7634.0,0.5395598637673565,0.33272203301021747,3.0833333333333335,-0.5089285714285714,259.0,-57.0,10.990194757218742,潮汐流出型,316.0,Medium,定時監控與小規模調度
建國和平路口西北側,10401.0,0.5087972310354774,0.2706470531679646,-4.226190476190476,0.7589285714285714,-355.0,85.0,14.017305823564554,潮汐流入型,440.0,Medium,定時監控與小規模調度
建國民權路口,0.0,0.0,0.0,-3.2264150943396226,-2.7261904761904763,-171.0,-229.0,0.0,穩定休閒型,400.0,Medium,定時監控與小規模調度
建國濟南路口,3632.0,0.5465308370044053,0.38518722466960353,-2.3095238095238093,3.5765765765765765,-194.0,397.0,6.805381547569947,潮汐流入型,591.0,High,高峰前提前清空車位
建國農安街口,3033.0,0.469172436531487,0.3076162215628091,3.623529411764706,-2.2857142857142856,308.0,-256.0,3.9463063315981652,潮汐流出型,564.0,High,早高峰前提前補車
建國長安路口,2152.0,0.5636617100371747,0.22862453531598512,-4.119047619047619,3.5892857142857144,-346.0,402.0,4.23743714806256,潮汐流入型,748.0,High,高峰前提前清空車位
建國長春路口,1808.0,0.5176991150442478,0.1902654867256637,-1.855421686746988,0.9090909090909091,-154.0,100.0,3.0974315730397137,潮汐流入型,254.0,Medium,定時監控與小規模調度
建國長春路口(北側),3308.0,0.5287182587666264,0.19528415961305925,-5.678571428571429,4.972222222222222,-477.0,537.0,5.718907833011662,潮汐流入型,1014.0,High,高峰前提前清空車位
建成段平面停車場,0.0,0.0,0.0,,,0.0,0.0,,穩定休閒型,0.0,Low,常規運營監控
建成路142巷口,0.0,0.0,0.0,,-1.1538461538461537,0.0,-15.0,0.0,穩定休閒型,15.0,Low,常規運營監控
建福公園,0.0,0.0,0.0,,-1.0,0.0,-2.0,0.0,穩定休閒型,2.0,Low,常規運營監控
弘道國中,2479.0,0.5114965711980637,0.21581282775312627,-6.69620253164557,4.776785714285714,-529.0,535.0,6.069810202796168,潮汐流入型,1064.0,High,高峰前提前清空車位
彩虹兒童公園,0.0,0.0,0.0,,-1.0,0.0,-2.0,0.0,穩定休閒型,2.0,Low,常規運營監控
彭厝市場,0.0,0.0,0.0,,-1.0,0.0,-14.0,0.0,穩定休閒型,14.0,Low,常規運營監控
彭福國小,0.0,0.0,0.0,,-1.0,0.0,-1.0,0.0,穩定休閒型,1.0,Low,常規運營監控
後埔國小,0.0,0.0,0.0,,-1.125,0.0,-9.0,0.0,穩定休閒型,9.0,Low,常規運營監控
後埔國小(實踐路/重慶路155巷�,0.0,0.0,0.0,,-1.0,0.0,-4.0,0.0,穩定休閒型,4.0,Low,常規運營監控
後港公園,606.0,0.5264026402640264,0.3069306930693069,0.5789473684210527,0.3157894736842105,44.0,30.0,1.5814792264921647,通勤型,74.0,Low,常規運營監控
後竹圍市民活動中心,0.0,0.0,0.0,-1.0,-1.0,-1.0,-4.0,0.0,穩定休閒型,5.0,Low,常規運營監控
徐州杭州路口,2603.0,0.5305416826738378,0.2831348444102958,0.6144578313253012,0.6909090909090909,51.0,76.0,3.8982249957671873,通勤型,127.0,Medium,定時監控與小規模調度
御史路1巷,0.0,0.0,0.0,,,0.0,0.0,0.0,穩定休閒型,0.0,Low,常規運營監控
復源公園,5197.0,0.4964402539926881,0.307100250144314,6.0843373493975905,-3.8660714285714284,505.0,-433.0,6.88425087835616,潮汐流出型,938.0,High,早高峰前提前補車
復盛公園,3963.0,0.49861216250315415,0.2778198334595004,4.566265060240964,-2.315315315315315,379.0,-257.0,5.647704412120254,潮汐流出型,636.0,High,早高峰前提前補車
復興五常街口(西南側),1601.0,0.5028107432854466,0.3079325421611493,3.180722891566265,-1.1851851851851851,264.0,-128.0,2.635262697146183,潮汐流出型,392.0,Medium,定時監控與小規模調度
復興公園,1935.0,0.4718346253229974,0.3333333333333333,2.210526315789474,-0.3644859813084112,168.0,-39.0,3.2156284231643566,穩定休閒型,207.0,Medium,定時監控與小規模調度
復興化成路口,0.0,0.0,0.0,,,0.0,0.0,,穩定休閒型,0.0,Low,常規運營監控
復興北路514巷口東側,2838.0,0.49365750528541225,0.34178999295278367,2.380952380952381,-2.1339285714285716,200.0,-239.0,3.818506617749246,潮汐流出型,439.0,Medium,定時監控與小規模調度
復興南路1段340巷口,5753.0,0.43247001564401183,0.29115244220406744,-8.27710843373494,2.4285714285714284,-687.0,272.0,7.683107169693175,潮汐流入型,959.0,High,高峰前提前清空車位
復興南路一段126巷口,5385.0,0.44549675023212626,0.30064995357474467,0.27710843373493976,-0.39814814814814814,23.0,-43.0,7.259826996723551,穩定休閒型,66.0,Low,常規運營監控
復興南路二段128巷口,11159.0,0.47701406936105384,0.29016937001523435,0.9047619047619048,-5.339285714285714,76.0,-598.0,13.67486808663517,穩定休閒型,674.0,High,周末增加車輛配置
